,Crime,Severity,Latitude,Longitude,Day,Hour
1967,MISSING PERSON,16,37.851521,-122.28549,Friday,20
1968,LARCENY,1,37.867948,-122.250664,Friday,21
1969,FAMILY OFFENSE,12,37.863368,-122.296921,Friday,8
1970,DISORDERLY CONDUCT,3,37.855523,-122.266529,Tuesday,6
1971,ASSAULT,4,37.881957,-122.269551,Sunday,13
1972,FRAUD,7,37.871167,-122.268285,Monday,0
1973,BURGLARY - VEHICLE,2,37.868164,-122.256314,Sunday,19
1974,ROBBERY,9,37.866037,-122.265618,Thursday,21
1976,DISORDERLY CONDUCT,3,37.856111,-122.260248,Monday,22
1977,VANDALISM,5,37.872125,-122.28964,Thursday,22
1978,BURGLARY - RESIDENTIAL,8,37.882739,-122.293754,Saturday,8
1979,MISSING PERSON,16,37.857041,-122.253053,Saturday,12
1980,BURGLARY - RESIDENTIAL,8,37.878173,-122.264359,Thursday,12
1981,DISORDERLY CONDUCT,3,37.871689,-122.292898,Wednesday,20
1982,RECOVERED VEHICLE,19,37.893448,-122.272137,Monday,13
1983,LARCENY,1,37.858116,-122.268002,Sunday,8
1984,ROBBERY,9,37.851653,-122.289194,Friday,15
1985,VANDALISM,5,37.877983,-122.272558,Thursday,22
1986,BURGLARY - RESIDENTIAL,8,37.890274,-122.260794,Friday,13
1987,BURGLARY - COMMERCIAL,11,37.851653,-122.289194,Wednesday,7
1988,LARCENY,1,37.884593,-122.254566,Sunday,9
1989,BURGLARY - VEHICLE,2,37.853576,-122.287202,Friday,18
1990,MOTOR VEHICLE THEFT,6,37.857377,-122.268709,Saturday,16
1991,FRAUD,7,37.875865,-122.261749,Wednesday,0
1992,MOTOR VEHICLE THEFT,6,37.855748,-122.290281,Monday,12
1993,LARCENY,1,37.863611,-122.317566,Monday,1
1994,VANDALISM,5,37.868641,-122.29415,Sunday,6
1995,BURGLARY - VEHICLE,2,37.881142,-122.30191,Saturday,12
1996,LARCENY,1,37.885683,-122.308114,Sunday,13
1997,MOTOR VEHICLE THEFT,6,37.867212,-122.281739,Friday,18
1998,LARCENY - FROM VEHICLE,13,37.865439,-122.295736,Sunday,22
1999,BURGLARY - VEHICLE,2,37.849732,-122.276144,Monday,15
2000,LARCENY,1,37.873017,-122.275481,Tuesday,21
2001,MOTOR VEHICLE THEFT,6,37.871884,-122.27763,Wednesday,23
2003,VANDALISM,5,37.864258,-122.272202,Friday,0
2004,LARCENY,1,37.866426,-122.269762,Sunday,20
2005,LARCENY - FROM VEHICLE,13,37.866037,-122.265618,Sunday,18
2006,FAMILY OFFENSE,12,37.869385,-122.28953,Saturday,0
2008,BURGLARY - VEHICLE,2,37.883103,-122.275404,Monday,0
2009,MOTOR VEHICLE THEFT,6,37.850681,-122.270619,Tuesday,20
2011,ROBBERY,9,37.853244,-122.279977,Monday,16
2012,BURGLARY - RESIDENTIAL,8,37.864535,-122.262993,Tuesday,17
2013,BURGLARY - VEHICLE,2,37.866253,-122.299483,Saturday,22
2014,LARCENY,1,37.868714,-122.259189,Friday,16
2015,FAMILY OFFENSE,12,37.85306,-122.281362,Friday,17
2016,BURGLARY - VEHICLE,2,37.868997,-122.256886,Sunday,13
2017,BURGLARY - VEHICLE,2,37.86626,-122.298335,Monday,20
2018,BURGLARY - VEHICLE,2,37.867513,-122.26127,Monday,17
2019,BURGLARY - VEHICLE,2,37.871486,-122.300027,Tuesday,18
2020,BURGLARY - VEHICLE,2,37.851556,-122.250561,Friday,0
2021,LARCENY,1,37.883621,-122.269734,Tuesday,11
2022,MOTOR VEHICLE THEFT,6,37.881142,-122.30191,Sunday,2
2023,BURGLARY - RESIDENTIAL,8,37.879194,-122.29176,Thursday,8
2024,BURGLARY - VEHICLE,2,37.880859,-122.287774,Friday,12
2025,MOTOR VEHICLE THEFT,6,37.869186,-122.283943,Friday,18
2026,LARCENY - FROM VEHICLE,13,37.878747,-122.29519,Wednesday,18
2027,ASSAULT,4,37.895076,-122.264743,Wednesday,22
2028,LARCENY,1,37.872175,-122.267835,Friday,21
2029,FAMILY OFFENSE,12,37.867613,-122.299898,Friday,19
2030,BURGLARY - VEHICLE,2,37.867513,-122.26127,Wednesday,12
2031,BURGLARY - VEHICLE,2,37.894802,-122.271234,Sunday,0
2032,BURGLARY - RESIDENTIAL,8,37.865443,-122.263189,Friday,16
2033,BURGLARY - RESIDENTIAL,8,37.856492,-122.24451,Tuesday,1
2034,BURGLARY - VEHICLE,2,37.886401,-122.251877,Sunday,0
2035,ARSON,18,37.881142,-122.30191,Monday,0
2036,FRAUD,7,37.876307,-122.268923,Sunday,19
2037,MOTOR VEHICLE THEFT,6,37.860551,-122.264511,Friday,19
2038,BURGLARY - VEHICLE,2,37.877849,-122.308936,Saturday,11
2039,LARCENY - FROM VEHICLE,13,37.867613,-122.299898,Sunday,17
2040,LARCENY,1,37.865511,-122.309967,Sunday,11
2041,LARCENY,1,37.871317,-122.286575,Friday,9
2042,BURGLARY - VEHICLE,2,37.865511,-122.309967,Friday,23
2043,MOTOR VEHICLE THEFT,6,37.866558,-122.290015,Saturday,22
2044,BURGLARY - COMMERCIAL,11,37.847682,-122.279381,Friday,21
2045,BURGLARY - VEHICLE,2,37.872761,-122.296919,Monday,0
2046,ROBBERY,9,37.86771,-122.298466,Wednesday,1
2047,ASSAULT,4,37.858903,-122.243972,Monday,15
2048,MOTOR VEHICLE THEFT,6,37.850809,-122.291042,Friday,12
2050,MOTOR VEHICLE THEFT,6,37.875426,-122.278057,Sunday,16
2051,FRAUD,7,37.860386,-122.273725,Wednesday,9
2052,MOTOR VEHICLE THEFT,6,37.85525,-122.277126,Thursday,23
2053,LIQUOR LAW VIOLATION,15,37.869423,-122.281951,Wednesday,22
2054,MOTOR VEHICLE THEFT,6,37.857533,-122.282557,Monday,0
2055,BURGLARY - VEHICLE,2,37.861081,-122.275984,Tuesday,21
2056,DISORDERLY CONDUCT,3,37.870867,-122.270635,Wednesday,14
2057,BURGLARY - VEHICLE,2,37.865793,-122.301779,Sunday,18
2058,LARCENY,1,37.853552,-122.291561,Saturday,15
2059,LARCENY,1,37.880228,-122.295798,Thursday,15
2061,BURGLARY - RESIDENTIAL,8,37.867383,-122.293938,Wednesday,15
2062,DISORDERLY CONDUCT,3,37.867852,-122.258699,Friday,0
2063,VANDALISM,5,37.869105,-122.270064,Friday,19
2064,LARCENY,1,37.876307,-122.268923,Friday,8
2065,BURGLARY - VEHICLE,2,37.850758,-122.29489,Thursday,13
2066,VANDALISM,5,37.864101,-122.25956,Wednesday,11
2067,FRAUD,7,37.852236,-122.272856,Monday,8
2068,BURGLARY - VEHICLE,2,37.890274,-122.260794,Thursday,19
2069,BURGLARY - VEHICLE,2,37.852066,-122.272994,Sunday,17
2070,FRAUD,7,37.861604,-122.264366,Tuesday,0
2071,MOTOR VEHICLE THEFT,6,37.872656,-122.292748,Thursday,12
2072,BURGLARY - COMMERCIAL,11,37.865172,-122.286604,Friday,18
2073,DISORDERLY CONDUCT,3,37.868204,-122.270054,Thursday,6
2075,DISORDERLY CONDUCT,3,37.868785,-122.272701,Sunday,8
2076,BURGLARY - VEHICLE,2,37.857054,-122.271393,Wednesday,5
2077,LARCENY,1,37.855925,-122.252939,Sunday,11
2078,BURGLARY - VEHICLE,2,37.877793,-122.260709,Tuesday,12
2079,LARCENY,1,37.867852,-122.258699,Friday,23
2080,LARCENY,1,37.847838,-122.275741,Monday,12
2081,FAMILY OFFENSE,12,37.86215,-122.267213,Sunday,1
2082,VANDALISM,5,37.870603,-122.270612,Tuesday,6
2083,DISORDERLY CONDUCT,3,37.859539,-122.259172,Thursday,13
2084,VANDALISM,5,37.865772,-122.267643,Wednesday,22
2085,LIQUOR LAW VIOLATION,15,37.872599,-122.303889,Friday,23
2086,LARCENY,1,37.869888,-122.300618,Friday,14
2087,LARCENY,1,37.870396,-122.281585,Friday,22
2088,KIDNAPPING,20,37.856111,-122.260248,Wednesday,12
2089,ASSAULT,4,37.852304,-122.270045,Wednesday,22
2090,BURGLARY - COMMERCIAL,11,37.855317,-122.292357,Tuesday,5
2091,MOTOR VEHICLE THEFT,6,37.885683,-122.308114,Tuesday,7
2092,LARCENY,1,37.862927,-122.258784,Tuesday,15
2093,BURGLARY - VEHICLE,2,37.868913,-122.28608,Thursday,18
2094,BURGLARY - VEHICLE,2,37.867852,-122.258699,Wednesday,21
2096,BURGLARY - VEHICLE,2,37.88014,-122.297498,Wednesday,14
2097,DRUG VIOLATION,10,37.870948,-122.27733,Monday,20
2098,BURGLARY - VEHICLE,2,37.860605,-122.247246,Sunday,14
2099,LARCENY,1,37.865711,-122.25389,Thursday,9
2100,LARCENY,1,37.87091,-122.265993,Tuesday,17
2101,LARCENY,1,37.869524,-122.27965,Thursday,11
2102,LARCENY,1,37.848812,-122.278043,Wednesday,13
2103,DISORDERLY CONDUCT,3,37.869084,-122.299245,Sunday,18
2104,FRAUD,7,37.869888,-122.300618,Thursday,11
2105,FAMILY OFFENSE,12,37.860732,-122.291369,Sunday,19
2106,LARCENY,1,37.868785,-122.272701,Wednesday,12
2107,BURGLARY - VEHICLE,2,37.882217,-122.302226,Tuesday,22
2108,WEAPONS OFFENSE,14,37.85525,-122.277126,Monday,21
2109,BURGLARY - RESIDENTIAL,8,37.861843,-122.269644,Tuesday,7
2110,LARCENY - FROM VEHICLE,13,37.873393,-122.286956,Monday,11
2111,DISORDERLY CONDUCT,3,37.870396,-122.281585,Saturday,0
2112,LARCENY,1,37.870396,-122.281585,Friday,19
2113,BURGLARY - VEHICLE,2,37.887886,-122.263359,Tuesday,19
2114,LARCENY,1,37.855026,-122.266475,Monday,0
2115,BURGLARY - VEHICLE,2,37.866265,-122.305592,Wednesday,20
2116,LARCENY,1,37.871246,-122.274991,Saturday,7
2117,DRUG VIOLATION,10,37.865149,-122.256487,Friday,21
2118,LARCENY,1,37.868722,-122.259123,Thursday,17
2119,DISORDERLY CONDUCT,3,37.878736,-122.304435,Thursday,14
2120,BURGLARY - VEHICLE,2,37.895015,-122.268667,Saturday,19
2121,ROBBERY,9,37.872185,-122.268407,Friday,2
2123,BURGLARY - COMMERCIAL,11,37.880228,-122.295798,Saturday,3
2124,DRUG VIOLATION,10,37.876897,-122.28868,Wednesday,22
2125,BURGLARY - VEHICLE,2,37.867176,-122.267802,Saturday,20
2128,LARCENY,1,37.874489,-122.271072,Wednesday,20
2129,LIQUOR LAW VIOLATION,15,37.866393,-122.29119,Saturday,17
2130,LARCENY,1,37.864238,-122.265263,Monday,9
2131,LARCENY,1,37.852822,-122.291677,Tuesday,12
2132,FAMILY OFFENSE,12,37.871318,-122.275278,Saturday,0
2134,DISORDERLY CONDUCT,3,37.856111,-122.260248,Tuesday,20
2135,FRAUD,7,37.862184,-122.293517,Wednesday,13
2136,BURGLARY - VEHICLE,2,37.867601,-122.267718,Saturday,20
2137,LARCENY,1,37.880228,-122.295798,Friday,20
2138,LARCENY - FROM VEHICLE,13,37.864714,-122.274572,Friday,17
2139,LARCENY,1,37.857387,-122.261536,Thursday,0
2140,BURGLARY - RESIDENTIAL,8,37.863598,-122.253693,Tuesday,22
2141,LARCENY,1,37.880227,-122.26936,Sunday,16
2142,DISORDERLY CONDUCT,3,37.870396,-122.281585,Tuesday,9
2143,DISORDERLY CONDUCT,3,37.870396,-122.281585,Tuesday,9
2145,ASSAULT,4,37.871167,-122.268285,Friday,17
2146,ROBBERY,9,37.851715,-122.286606,Tuesday,11
2147,BURGLARY - COMMERCIAL,11,37.86825,-122.300093,Friday,13
2148,ASSAULT,4,37.866924,-122.283899,Monday,22
2149,BURGLARY - VEHICLE,2,37.867259,-122.26324,Saturday,19
2150,BURGLARY - VEHICLE,2,37.89005,-122.271607,Sunday,22
2151,WEAPONS OFFENSE,14,37.862225,-122.273895,Thursday,16
2152,ASSAULT,4,37.868815,-122.292131,Tuesday,19
2153,LARCENY,1,37.869888,-122.300618,Saturday,14
2154,BURGLARY - VEHICLE,2,37.867513,-122.26127,Tuesday,21
2155,LARCENY,1,37.85488,-122.269079,Sunday,14
2156,MOTOR VEHICLE THEFT,6,37.861573,-122.257452,Friday,7
2157,LARCENY,1,37.869888,-122.300618,Monday,18
2158,BURGLARY - RESIDENTIAL,8,37.85968,-122.255796,Friday,13
2160,FRAUD,7,37.872992,-122.295801,Tuesday,10
2161,ROBBERY,9,37.870308,-122.26805,Monday,2
2162,LARCENY,1,37.868574,-122.270415,Tuesday,18
2163,BURGLARY - VEHICLE,2,37.880922,-122.303115,Wednesday,11
2164,LARCENY,1,37.853218,-122.258076,Friday,9
2165,LARCENY,1,37.870054,-122.284263,Saturday,12
2166,BURGLARY - VEHICLE,2,37.872691,-122.270741,Tuesday,18
2167,ASSAULT,4,37.858993,-122.244574,Tuesday,14
2168,BURGLARY - COMMERCIAL,11,37.85488,-122.269079,Thursday,11
2169,BURGLARY - VEHICLE,2,37.867513,-122.26127,Sunday,13
2170,BURGLARY - VEHICLE,2,37.887199,-122.275869,Monday,4
2171,BURGLARY - VEHICLE,2,37.895819,-122.263384,Friday,20
2172,LARCENY,1,37.867332,-122.269908,Saturday,11
2173,ROBBERY,9,37.857377,-122.268709,Saturday,16
2174,ASSAULT,4,37.856111,-122.260248,Wednesday,3
2175,LARCENY,1,37.869888,-122.300618,Monday,11
2176,BURGLARY - RESIDENTIAL,8,37.866037,-122.265618,Tuesday,8
2177,LARCENY,1,37.869363,-122.268028,Wednesday,14
2178,VANDALISM,5,37.865443,-122.263189,Saturday,12
2179,LARCENY,1,37.869685,-122.272804,Tuesday,8
2180,ROBBERY,9,37.876307,-122.268923,Thursday,21
2181,ASSAULT,4,37.850385,-122.270897,Monday,21
2182,DRUG VIOLATION,10,37.850588,-122.271471,Friday,9
2183,ASSAULT,4,37.858433,-122.280183,Saturday,7
2184,LARCENY - FROM VEHICLE,13,37.877548,-122.26271,Friday,19
2185,MOTOR VEHICLE THEFT,6,37.882957,-122.289458,Tuesday,22
2186,BURGLARY - VEHICLE,2,37.859259,-122.275787,Monday,2
2188,ASSAULT,4,37.875076,-122.299959,Thursday,14
2189,FAMILY OFFENSE,12,37.862877,-122.290055,Friday,18
2190,VANDALISM,5,37.867513,-122.25195,Monday,12
2191,VANDALISM,5,37.859309,-122.259291,Saturday,23
2192,LARCENY,1,37.876954,-122.28049,Tuesday,16
2193,DISORDERLY CONDUCT,3,37.876339,-122.285012,Sunday,23
2194,MOTOR VEHICLE THEFT,6,37.861591,-122.254736,Sunday,7
2195,ASSAULT,4,37.872599,-122.303889,Tuesday,16
2196,FAMILY OFFENSE,12,37.870205,-122.292581,Thursday,14
2197,BURGLARY - RESIDENTIAL,8,37.863369,-122.257622,Thursday,0
2198,LARCENY,1,37.878405,-122.306072,Monday,10
2199,DRUG VIOLATION,10,37.870652,-122.27958,Wednesday,3
2200,DISORDERLY CONDUCT,3,37.870627,-122.279765,Sunday,12
2201,BURGLARY - VEHICLE,2,37.877849,-122.308936,Thursday,20
2202,DRUG VIOLATION,10,37.88055,-122.304962,Saturday,17
2203,ASSAULT,4,37.869764,-122.28655,Friday,15
2204,BURGLARY - VEHICLE,2,37.882217,-122.302226,Saturday,10
2205,MOTOR VEHICLE THEFT,6,37.855026,-122.266475,Saturday,0
2206,LARCENY,1,37.853552,-122.291561,Tuesday,15
2207,ASSAULT,4,37.849431,-122.278174,Wednesday,15
2208,DISORDERLY CONDUCT,3,37.850424,-122.296031,Saturday,23
2210,LARCENY,1,37.865149,-122.256487,Sunday,1
2211,LARCENY,1,37.850681,-122.270619,Monday,18
2212,VANDALISM,5,37.871978,-122.303701,Wednesday,11
2213,BURGLARY - RESIDENTIAL,8,37.862189,-122.25991,Sunday,3
2214,LARCENY,1,37.863963,-122.260546,Friday,18
2215,DRUG VIOLATION,10,37.872185,-122.268407,Tuesday,15
2216,MISSING PERSON,16,37.855293,-122.266502,Sunday,13
2217,LARCENY,1,37.867176,-122.267802,Tuesday,10
2218,FRAUD,7,37.874843,-122.263711,Tuesday,1
2219,LARCENY,1,37.868591,-122.294393,Thursday,4
2220,BURGLARY - VEHICLE,2,37.85948,-122.266689,Saturday,18
2221,MOTOR VEHICLE THEFT,6,37.876251,-122.262453,Wednesday,12
2222,ROBBERY,9,37.879968,-122.296885,Friday,19
2224,MOTOR VEHICLE THEFT,6,37.869594,-122.30292,Saturday,0
2225,BURGLARY - RESIDENTIAL,8,37.860551,-122.264511,Tuesday,11
2226,ASSAULT,4,37.869363,-122.268028,Tuesday,12
2227,BURGLARY - RESIDENTIAL,8,37.865535,-122.255235,Thursday,3
2229,ROBBERY,9,37.869363,-122.268028,Saturday,13
2230,ASSAULT,4,37.868663,-122.301325,Monday,14
2231,LARCENY,1,37.857377,-122.268709,Monday,17
2232,FAMILY OFFENSE,12,37.853929,-122.289679,Friday,7
2233,DISORDERLY CONDUCT,3,37.857041,-122.253053,Tuesday,14
2234,BURGLARY - VEHICLE,2,37.864238,-122.265263,Thursday,16
2235,LARCENY,1,37.856111,-122.260248,Friday,15
2236,FRAUD,7,37.869685,-122.272804,Thursday,1
2237,LARCENY,1,37.865772,-122.267643,Sunday,18
2238,LARCENY,1,37.880228,-122.295798,Monday,16
2239,MOTOR VEHICLE THEFT,6,37.869031,-122.256611,Monday,21
2241,LARCENY,1,37.859988,-122.253339,Thursday,13
2242,ASSAULT,4,37.869084,-122.299245,Thursday,10
2243,LARCENY,1,37.872691,-122.270741,Wednesday,14
2244,LARCENY - FROM VEHICLE,13,37.876954,-122.28049,Saturday,17
2246,ASSAULT,4,37.86939,-122.267883,Tuesday,22
2247,LARCENY,1,37.86825,-122.300093,Saturday,17
2248,BURGLARY - VEHICLE,2,37.869363,-122.268028,Thursday,22
2249,LARCENY,1,37.869888,-122.300618,Tuesday,14
2250,LARCENY,1,37.871167,-122.268285,Friday,16
2251,LARCENY,1,37.878373,-122.262902,Saturday,15
2252,LARCENY,1,37.858116,-122.268002,Tuesday,13
2253,BURGLARY - VEHICLE,2,37.867601,-122.267718,Tuesday,21
2254,MOTOR VEHICLE THEFT,6,37.880971,-122.306626,Sunday,12
2255,DISORDERLY CONDUCT,3,37.848774,-122.271171,Saturday,7
2256,MOTOR VEHICLE THEFT,6,37.888512,-122.266746,Thursday,12
2257,LIQUOR LAW VIOLATION,15,37.861078,-122.289632,Saturday,22
2258,MISSING PERSON,16,37.866842,-122.27366,Sunday,10
2259,BURGLARY - COMMERCIAL,11,37.879708,-122.297995,Friday,2
2260,DRUG VIOLATION,10,37.854286,-122.271015,Saturday,0
2261,BURGLARY - VEHICLE,2,37.85525,-122.277126,Saturday,12
2262,DRUG VIOLATION,10,37.867816,-122.258994,Thursday,2
2263,MOTOR VEHICLE THEFT,6,37.878644,-122.303432,Thursday,3
2264,BURGLARY - VEHICLE,2,37.858993,-122.244574,Monday,9
2265,LARCENY,1,37.887747,-122.264514,Sunday,13
2266,DISORDERLY CONDUCT,3,37.865729,-122.260903,Thursday,22
2267,FRAUD,7,37.862494,-122.278695,Thursday,19
2268,ASSAULT,4,37.856111,-122.260248,Tuesday,5
2269,LARCENY,1,37.851263,-122.252477,Wednesday,0
2270,ASSAULT,4,37.868574,-122.270415,Thursday,13
2271,LARCENY,1,37.864013,-122.25259,Tuesday,14
2272,BURGLARY - VEHICLE,2,37.879968,-122.296885,Thursday,20
2273,LARCENY,1,37.863045,-122.317348,Saturday,0
2274,BURGLARY - COMMERCIAL,11,37.8549,-122.27945,Friday,3
2275,LARCENY - FROM VEHICLE,13,37.876045,-122.260336,Friday,18
2276,ASSAULT,4,37.853683,-122.261744,Wednesday,16
2277,VANDALISM,5,37.864535,-122.262993,Monday,22
2278,BURGLARY - RESIDENTIAL,8,37.882739,-122.293754,Friday,17
2279,LARCENY,1,37.881191,-122.271769,Tuesday,11
2280,BURGLARY - COMMERCIAL,11,37.871369,-122.292954,Tuesday,3
2281,BURGLARY - VEHICLE,2,37.861387,-122.259001,Saturday,16
2282,BURGLARY - RESIDENTIAL,8,37.865711,-122.25389,Friday,3
2283,ASSAULT,4,37.866265,-122.278162,Saturday,18
2284,BURGLARY - VEHICLE,2,37.896703,-122.284274,Wednesday,21
2285,BURGLARY - VEHICLE,2,37.86287,-122.299385,Sunday,19
2286,DISORDERLY CONDUCT,3,37.856111,-122.260248,Wednesday,0
2287,MOTOR VEHICLE THEFT,6,37.884274,-122.276727,Friday,18
2288,SEX CRIME,17,37.872599,-122.303889,Saturday,20
2289,LARCENY,1,37.875796,-122.282477,Friday,0
2290,DRUG VIOLATION,10,37.871181,-122.295211,Sunday,7
2291,BURGLARY - VEHICLE,2,37.882016,-122.281271,Wednesday,0
2292,MOTOR VEHICLE THEFT,6,37.877983,-122.272558,Friday,16
2293,LARCENY,1,37.871167,-122.268285,Tuesday,16
2294,ASSAULT,4,37.863945,-122.294086,Sunday,9
2295,FAMILY OFFENSE,12,37.874095,-122.288542,Thursday,9
2296,FRAUD,7,37.864238,-122.265263,Friday,1
2297,MOTOR VEHICLE THEFT,6,37.87718,-122.258706,Wednesday,19
2298,LARCENY - FROM VEHICLE,13,37.895076,-122.264743,Saturday,1
2299,BURGLARY - RESIDENTIAL,8,37.867708,-122.250801,Saturday,3
2300,LARCENY,1,37.859802,-122.267177,Saturday,0
2301,DRUG VIOLATION,10,37.871167,-122.268285,Sunday,10
2302,BURGLARY - COMMERCIAL,11,37.868366,-122.295508,Monday,13
2304,ASSAULT,4,37.866761,-122.258779,Saturday,17
2305,DISORDERLY CONDUCT,3,37.870948,-122.27733,Saturday,22
2306,KIDNAPPING,20,37.869363,-122.268028,Wednesday,14
2307,BURGLARY - VEHICLE,2,37.88014,-122.297498,Monday,20
2308,ASSAULT,4,37.868785,-122.272701,Thursday,12
2309,LARCENY,1,37.867176,-122.267802,Friday,20
2310,MOTOR VEHICLE THEFT,6,37.878552,-122.266844,Thursday,12
2311,ASSAULT,4,37.866924,-122.283899,Monday,9
2312,LIQUOR LAW VIOLATION,15,37.866025,-122.258623,Thursday,23
2313,LARCENY,1,37.895558,-122.267692,Monday,6
2314,LARCENY,1,37.86825,-122.300093,Wednesday,19
2315,BURGLARY - RESIDENTIAL,8,37.8871,-122.251321,Wednesday,7
2316,LARCENY,1,37.880228,-122.295798,Saturday,17
2317,LARCENY,1,37.859195,-122.261915,Friday,15
2318,BURGLARY - RESIDENTIAL,8,37.893613,-122.262439,Thursday,22
2319,BURGLARY - VEHICLE,2,37.885413,-122.268753,Friday,22
2320,ASSAULT,4,37.869363,-122.268028,Wednesday,17
2321,MOTOR VEHICLE THEFT,6,37.881191,-122.271769,Thursday,8
2322,VANDALISM,5,37.875426,-122.278057,Tuesday,17
2323,MOTOR VEHICLE THEFT,6,37.882945,-122.295648,Saturday,21
2324,VANDALISM,5,37.866067,-122.248411,Sunday,23
2325,LARCENY,1,37.856132,-122.271292,Wednesday,16
2326,LARCENY,1,37.851653,-122.289194,Tuesday,7
2327,LARCENY - FROM VEHICLE,13,37.879623,-122.257693,Sunday,20
2328,ASSAULT,4,37.861843,-122.269644,Thursday,16
2330,DISORDERLY CONDUCT,3,37.854612,-122.281178,Wednesday,0
2331,VANDALISM,5,37.859259,-122.275787,Thursday,3
2332,BURGLARY - VEHICLE,2,37.870867,-122.270635,Thursday,10
2333,DISORDERLY CONDUCT,3,37.876186,-122.30158,Friday,9
2334,LARCENY,1,37.855435,-122.259841,Friday,11
2335,BURGLARY - VEHICLE,2,37.867513,-122.26127,Wednesday,10
2337,BURGLARY - VEHICLE,2,37.852215,-122.291483,Thursday,18
2338,BURGLARY - RESIDENTIAL,8,37.894468,-122.265464,Friday,18
2339,DISORDERLY CONDUCT,3,37.846482,-122.273149,Wednesday,22
2340,BURGLARY - COMMERCIAL,11,37.883948,-122.296991,Thursday,4
2341,DISORDERLY CONDUCT,3,37.864872,-122.274587,Tuesday,15
2342,BURGLARY - VEHICLE,2,37.871225,-122.284447,Friday,16
2343,LARCENY,1,37.867332,-122.269908,Saturday,14
2344,LARCENY,1,37.868352,-122.254459,Tuesday,0
2345,ASSAULT,4,37.873194,-122.30407,Wednesday,13
2346,LARCENY,1,37.879968,-122.296885,Friday,13
2347,LARCENY,1,37.857694,-122.281628,Sunday,14
2348,DISORDERLY CONDUCT,3,37.896648,-122.277424,Thursday,9
2349,LARCENY,1,37.857001,-122.291858,Sunday,0
2351,BURGLARY - RESIDENTIAL,8,37.865535,-122.255235,Tuesday,21
2352,LARCENY,1,37.862405,-122.29242,Monday,22
2353,LARCENY - FROM VEHICLE,13,37.855854,-122.273237,Friday,10
2354,LARCENY,1,37.86825,-122.300093,Friday,14
2355,BURGLARY - VEHICLE,2,37.865826,-122.267244,Monday,0
2357,MOTOR VEHICLE THEFT,6,37.867717,-122.249901,Sunday,19
2358,BURGLARY - COMMERCIAL,11,37.868204,-122.270054,Thursday,8
2359,ROBBERY,9,37.867259,-122.26324,Monday,1
2361,FRAUD,7,37.868204,-122.270054,Sunday,0
2362,BURGLARY - VEHICLE,2,37.86331,-122.316113,Friday,14
2363,DISORDERLY CONDUCT,3,37.869973,-122.270557,Friday,11
2364,VANDALISM,5,37.865793,-122.301779,Sunday,16
2365,MOTOR VEHICLE THEFT,6,37.87413,-122.26636,Friday,10
2366,FRAUD,7,37.879226,-122.260975,Wednesday,8
2367,VANDALISM,5,37.88383,-122.266309,Thursday,17
2369,DISORDERLY CONDUCT,3,37.863938,-122.253735,Friday,20
2370,LARCENY,1,37.863369,-122.257622,Friday,13
2371,LARCENY,1,37.869888,-122.300618,Monday,11
2373,FAMILY OFFENSE,12,37.878112,-122.269114,Tuesday,8
2374,DRUG VIOLATION,10,37.8692,-122.269308,Tuesday,8
2375,DRUG VIOLATION,10,37.872725,-122.277729,Thursday,10
2376,BURGLARY - RESIDENTIAL,8,37.902758,-122.268206,Wednesday,2
2377,MOTOR VEHICLE THEFT,6,37.854154,-122.272171,Thursday,11
2378,FRAUD,7,37.866426,-122.276847,Monday,9
2379,LARCENY,1,37.875023,-122.281229,Tuesday,10
2380,LARCENY - FROM VEHICLE,13,37.870243,-122.275149,Wednesday,12
2381,MOTOR VEHICLE THEFT,6,37.878736,-122.304435,Friday,17
2382,ASSAULT,4,37.869363,-122.268028,Sunday,11
2384,BURGLARY - RESIDENTIAL,8,37.878772,-122.294276,Friday,12
2385,LIQUOR LAW VIOLATION,15,37.848585,-122.272612,Friday,20
2386,BURGLARY - VEHICLE,2,37.869105,-122.270064,Sunday,18
2388,ASSAULT,4,37.861591,-122.254736,Thursday,9
2389,ROBBERY,9,37.859988,-122.253339,Wednesday,3
2390,MISSING PERSON,16,37.873627,-122.277834,Monday,10
2391,BURGLARY - COMMERCIAL,11,37.85488,-122.269079,Friday,2
2393,DISORDERLY CONDUCT,3,37.861677,-122.26716,Monday,16
2394,BURGLARY - VEHICLE,2,37.88014,-122.297498,Saturday,21
2395,ASSAULT,4,37.850385,-122.270897,Wednesday,12
2396,VANDALISM,5,37.858214,-122.269252,Wednesday,0
2397,BURGLARY - VEHICLE,2,37.859918,-122.254574,Wednesday,0
2398,WEAPONS OFFENSE,14,37.859309,-122.259291,Sunday,17
2399,BURGLARY - VEHICLE,2,37.878016,-122.305642,Monday,16
2400,MOTOR VEHICLE THEFT,6,37.874843,-122.263711,Thursday,16
2401,BURGLARY - RESIDENTIAL,8,37.864238,-122.265263,Friday,12
2402,LARCENY,1,37.850809,-122.291042,Tuesday,16
2403,ROBBERY,9,37.868893,-122.286229,Tuesday,22
2404,LARCENY,1,37.899985,-122.265733,Saturday,16
2405,LIQUOR LAW VIOLATION,15,37.869685,-122.272804,Wednesday,19
2406,LARCENY,1,37.857377,-122.268709,Monday,19
2407,FAMILY OFFENSE,12,37.875053,-122.26548,Monday,23
2408,LARCENY,1,37.858116,-122.268002,Friday,16
