,Crime,Severity,Latitude,Longitude,Day,Hour
445,LARCENY,1,37.869105,-122.270064,Wednesday,17
446,ASSAULT,4,37.871167,-122.268285,Sunday,1
447,LARCENY - FROM VEHICLE,13,37.857825,-122.249088,Friday,0
448,LARCENY,1,37.87091,-122.265993,Saturday,18
449,BURGLARY - VEHICLE,2,37.87012,-122.317282,Tuesday,17
450,LARCENY,1,37.854985,-122.293982,Monday,12
451,ROBBERY,9,37.860225,-122.269453,Friday,21
452,BURGLARY - VEHICLE,2,37.88014,-122.297498,Thursday,17
453,FRAUD,7,37.860264,-122.282867,Monday,20
454,DRUG VIOLATION,10,37.868334,-122.303753,Saturday,21
455,BURGLARY - RESIDENTIAL,8,37.859918,-122.254574,Friday,19
456,VANDALISM,5,37.870054,-122.284263,Thursday,11
457,ASSAULT,4,37.887199,-122.275869,Thursday,19
458,BURGLARY - VEHICLE,2,37.850675,-122.286265,Saturday,17
459,LARCENY,1,37.859412,-122.281876,Tuesday,23
460,MOTOR VEHICLE THEFT,6,37.858888,-122.264137,Thursday,17
461,BURGLARY - VEHICLE,2,37.865202,-122.257795,Friday,0
462,FRAUD,7,37.857869,-122.248398,Tuesday,15
463,ASSAULT,4,37.873327,-122.273214,Saturday,16
464,BURGLARY - RESIDENTIAL,8,37.86939,-122.267883,Saturday,10
465,LARCENY,1,37.857377,-122.268709,Wednesday,15
466,FRAUD,7,37.876084,-122.280105,Wednesday,6
467,ASSAULT,4,37.8549,-122.27945,Friday,14
468,LARCENY,1,37.862927,-122.258784,Tuesday,19
469,WEAPONS OFFENSE,14,37.867822,-122.266003,Sunday,1
470,LARCENY,1,37.86825,-122.300093,Friday,17
471,BURGLARY - VEHICLE,2,37.87146,-122.266052,Friday,21
472,FRAUD,7,37.882217,-122.302226,Friday,8
473,FRAUD,7,37.864258,-122.272202,Friday,0
474,BURGLARY - VEHICLE,2,37.882217,-122.302226,Wednesday,20
475,LARCENY,1,37.876018,-122.273517,Thursday,13
476,DISORDERLY CONDUCT,3,37.856111,-122.260248,Tuesday,23
477,FAMILY OFFENSE,12,37.869764,-122.28655,Wednesday,8
478,DISORDERLY CONDUCT,3,37.880376,-122.268183,Wednesday,18
479,VANDALISM,5,37.876594,-122.268956,Monday,12
482,BURGLARY - VEHICLE,2,37.870152,-122.300705,Monday,6
483,DRUG VIOLATION,10,37.873194,-122.30407,Wednesday,1
484,SEX CRIME,17,37.856111,-122.260248,Saturday,17
485,FRAUD,7,37.896598,-122.28704,Friday,0
486,BURGLARY - VEHICLE,2,37.853875,-122.260048,Saturday,16
487,LIQUOR LAW VIOLATION,15,37.857452,-122.259548,Wednesday,13
488,BURGLARY - RESIDENTIAL,8,37.865793,-122.301779,Saturday,16
489,LARCENY,1,37.870308,-122.26805,Thursday,21
490,BURGLARY - VEHICLE,2,37.874319,-122.298604,Friday,10
491,MOTOR VEHICLE THEFT,6,37.865172,-122.311155,Tuesday,12
492,ROBBERY,9,37.878124,-122.27141,Tuesday,22
493,DISORDERLY CONDUCT,3,37.850681,-122.270619,Wednesday,9
494,DISORDERLY CONDUCT,3,37.867212,-122.281739,Sunday,0
495,DISORDERLY CONDUCT,3,37.88055,-122.304962,Thursday,13
496,DRUG VIOLATION,10,37.890917,-122.287444,Thursday,2
497,FAMILY OFFENSE,12,37.878405,-122.306072,Wednesday,12
498,BURGLARY - VEHICLE,2,37.867513,-122.26127,Saturday,11
500,FRAUD,7,37.892524,-122.256323,Saturday,10
501,DISORDERLY CONDUCT,3,37.868447,-122.261268,Tuesday,16
502,BURGLARY - COMMERCIAL,11,37.879968,-122.296885,Thursday,16
504,FRAUD,7,37.865501,-122.269774,Wednesday,12
505,ARSON,18,37.881225,-122.300827,Wednesday,6
506,DISORDERLY CONDUCT,3,37.873327,-122.273214,Tuesday,15
507,LARCENY,1,37.862927,-122.258784,Tuesday,17
509,LARCENY - FROM VEHICLE,13,37.880556,-122.278502,Tuesday,7
510,LARCENY,1,37.87247,-122.273021,Thursday,20
511,ASSAULT,4,37.867696,-122.303462,Wednesday,16
512,SEX CRIME,17,37.85968,-122.255796,Monday,21
513,ASSAULT,4,37.863522,-122.254992,Monday,16
514,LARCENY,1,37.868714,-122.259189,Monday,10
515,LARCENY,1,37.871828,-122.270516,Wednesday,12
516,LARCENY,1,37.868447,-122.261268,Wednesday,15
517,MOTOR VEHICLE THEFT,6,37.87783,-122.299723,Sunday,14
518,VANDALISM,5,37.847733,-122.271969,Tuesday,17
519,LARCENY,1,37.880227,-122.26936,Monday,14
520,BURGLARY - COMMERCIAL,11,37.863811,-122.267412,Thursday,5
521,BURGLARY - VEHICLE,2,37.869284,-122.254556,Wednesday,10
522,BURGLARY - VEHICLE,2,37.880228,-122.295798,Thursday,12
523,LARCENY,1,37.872384,-122.266866,Wednesday,19
524,DISORDERLY CONDUCT,3,37.870396,-122.281585,Tuesday,14
525,ASSAULT,4,37.858356,-122.253179,Wednesday,13
526,SEX CRIME,17,37.867513,-122.26127,Saturday,1
527,ROBBERY,9,37.868512,-122.26781,Sunday,1
528,MOTOR VEHICLE THEFT,6,37.866568,-122.254084,Thursday,12
529,FRAUD,7,37.899952,-122.27672,Wednesday,7
530,LARCENY,1,37.863353,-122.272097,Thursday,10
531,BURGLARY - VEHICLE,2,37.865991,-122.249582,Saturday,7
532,FRAUD,7,37.878629,-122.260883,Wednesday,0
533,VANDALISM,5,37.866924,-122.283899,Tuesday,13
534,FAMILY OFFENSE,12,37.867816,-122.258994,Saturday,2
535,BURGLARY - VEHICLE,2,37.870054,-122.284263,Thursday,22
536,BURGLARY - VEHICLE,2,37.862817,-122.298359,Saturday,13
537,BURGLARY - VEHICLE,2,37.868164,-122.256314,Monday,18
538,MOTOR VEHICLE THEFT,6,37.87325,-122.293558,Friday,8
539,BURGLARY - RESIDENTIAL,8,37.86456,-122.269954,Tuesday,13
540,BURGLARY - VEHICLE,2,37.864836,-122.299024,Saturday,20
541,LARCENY,1,37.858116,-122.268002,Wednesday,7
542,DISORDERLY CONDUCT,3,37.868366,-122.295508,Thursday,13
543,LARCENY - FROM VEHICLE,13,37.894233,-122.260552,Tuesday,1
544,LARCENY,1,37.865772,-122.267643,Saturday,1
545,LARCENY,1,37.869113,-122.250903,Wednesday,22
546,BURGLARY - VEHICLE,2,37.869067,-122.292043,Saturday,9
547,LARCENY,1,37.867717,-122.249901,Saturday,22
548,BURGLARY - VEHICLE,2,37.877596,-122.28657,Monday,4
549,BURGLARY - VEHICLE,2,37.852976,-122.260077,Tuesday,22
550,LARCENY - FROM VEHICLE,13,37.855435,-122.259841,Monday,13
551,ROBBERY,9,37.8719,-122.268389,Sunday,18
552,ASSAULT,4,37.847908,-122.277685,Thursday,22
553,BURGLARY - VEHICLE,2,37.869892,-122.250422,Monday,20
554,MOTOR VEHICLE THEFT,6,37.871828,-122.270516,Tuesday,20
556,FRAUD,7,37.879188,-122.276107,Sunday,17
557,BURGLARY - VEHICLE,2,37.876251,-122.262453,Tuesday,18
558,LARCENY,1,37.868714,-122.259189,Monday,7
559,VANDALISM,5,37.853221,-122.280832,Thursday,19
560,BURGLARY - RESIDENTIAL,8,37.864333,-122.278792,Monday,12
561,FRAUD,7,37.855969,-122.236484,Monday,0
562,BURGLARY - VEHICLE,2,37.86331,-122.316113,Monday,17
563,BURGLARY - COMMERCIAL,11,37.880756,-122.303056,Sunday,11
564,DISORDERLY CONDUCT,3,37.862202,-122.281026,Sunday,4
565,ASSAULT,4,37.865149,-122.256487,Tuesday,22
566,DISORDERLY CONDUCT,3,37.8719,-122.268389,Tuesday,19
567,BURGLARY - VEHICLE,2,37.86771,-122.298466,Wednesday,17
568,ASSAULT,4,37.870396,-122.281585,Friday,16
569,ASSAULT,4,37.848812,-122.278043,Thursday,12
570,VANDALISM,5,37.860766,-122.255895,Wednesday,7
571,LARCENY - FROM VEHICLE,13,37.871883,-122.301255,Tuesday,13
573,ASSAULT,4,37.868641,-122.29415,Friday,19
574,LIQUOR LAW VIOLATION,15,37.869041,-122.292204,Wednesday,17
576,LARCENY,1,37.885523,-122.280442,Sunday,10
577,VANDALISM,5,37.868204,-122.270054,Saturday,13
578,LARCENY,1,37.867176,-122.267802,Monday,12
579,LARCENY,1,37.863938,-122.253735,Monday,21
580,LARCENY,1,37.87091,-122.265993,Tuesday,15
581,VANDALISM,5,37.870308,-122.26805,Monday,13
582,SEX CRIME,17,37.867482,-122.254253,Saturday,12
583,BURGLARY - COMMERCIAL,11,37.850675,-122.286265,Wednesday,17
584,BURGLARY - VEHICLE,2,37.869118,-122.287404,Monday,9
585,BURGLARY - VEHICLE,2,37.870603,-122.270612,Monday,19
586,VANDALISM,5,37.862817,-122.298359,Sunday,14
587,BURGLARY - VEHICLE,2,37.869888,-122.300618,Tuesday,7
588,BURGLARY - VEHICLE,2,37.86314,-122.269786,Saturday,23
589,BURGLARY - VEHICLE,2,37.881667,-122.299379,Saturday,14
590,ASSAULT,4,37.870308,-122.26805,Tuesday,9
591,FAMILY OFFENSE,12,37.853079,-122.293864,Sunday,18
592,LARCENY,1,37.877037,-122.278186,Wednesday,7
593,VANDALISM,5,37.867601,-122.267718,Wednesday,1
594,MOTOR VEHICLE THEFT,6,37.85447,-122.25967,Tuesday,16
595,FRAUD,7,37.87935,-122.276123,Friday,9
596,DISORDERLY CONDUCT,3,37.871828,-122.270516,Sunday,11
597,LIQUOR LAW VIOLATION,15,37.863652,-122.269843,Wednesday,17
598,BURGLARY - VEHICLE,2,37.869067,-122.292043,Saturday,21
599,DISORDERLY CONDUCT,3,37.870308,-122.26805,Monday,0
600,LARCENY,1,37.850967,-122.28623,Monday,19
601,DRUG VIOLATION,10,37.866253,-122.299483,Sunday,16
602,ASSAULT,4,37.880376,-122.268183,Tuesday,18
603,FAMILY OFFENSE,12,37.862169,-122.267084,Tuesday,9
604,DRUG VIOLATION,10,37.867259,-122.26324,Thursday,21
606,BURGLARY - VEHICLE,2,37.879335,-122.301332,Tuesday,12
607,LARCENY,1,37.875053,-122.26548,Sunday,0
608,BURGLARY - COMMERCIAL,11,37.870867,-122.270635,Wednesday,17
609,BURGLARY - VEHICLE,2,37.877232,-122.271244,Thursday,7
610,MISSING PERSON,16,37.860551,-122.264511,Sunday,19
611,VANDALISM,5,37.862763,-122.262639,Sunday,3
612,LARCENY,1,37.868714,-122.259189,Monday,17
613,LARCENY,1,37.873687,-122.268616,Friday,1
614,BURGLARY - VEHICLE,2,37.87923,-122.262834,Sunday,23
615,LARCENY,1,37.869888,-122.300618,Tuesday,12
616,LARCENY,1,37.871167,-122.268285,Monday,11
618,LARCENY,1,37.869685,-122.272804,Wednesday,12
619,ROBBERY,9,37.855435,-122.259841,Thursday,16
620,ROBBERY,9,37.863934,-122.250262,Tuesday,0
621,VANDALISM,5,37.8513,-122.298008,Sunday,22
622,FRAUD,7,37.891332,-122.279975,Thursday,9
623,LARCENY,1,37.878112,-122.269114,Monday,14
624,BURGLARY - VEHICLE,2,37.861991,-122.294394,Monday,17
625,BURGLARY - VEHICLE,2,37.863611,-122.317566,Sunday,7
626,RECOVERED VEHICLE,19,37.866206,-122.29129,Monday,8
627,RECOVERED VEHICLE,19,37.896703,-122.284274,Monday,0
628,BURGLARY - VEHICLE,2,37.850675,-122.286265,Friday,13
629,LARCENY,1,37.853603,-122.283961,Thursday,18
630,LARCENY,1,37.856132,-122.271292,Saturday,18
631,VANDALISM,5,37.87325,-122.293558,Tuesday,10
632,LARCENY,1,37.86939,-122.267883,Tuesday,15
633,ASSAULT,4,37.876897,-122.28868,Wednesday,14
634,BURGLARY - RESIDENTIAL,8,37.869524,-122.27965,Sunday,11
635,BURGLARY - VEHICLE,2,37.881366,-122.289688,Thursday,17
636,MOTOR VEHICLE THEFT,6,37.8871,-122.251321,Wednesday,13
637,LARCENY,1,37.876921,-122.265567,Sunday,8
638,LARCENY,1,37.86771,-122.298466,Thursday,12
639,LARCENY - FROM VEHICLE,13,37.869105,-122.270064,Tuesday,10
640,LARCENY,1,37.867176,-122.267802,Sunday,15
643,BURGLARY - RESIDENTIAL,8,37.885312,-122.259577,Thursday,13
644,DISORDERLY CONDUCT,3,37.850899,-122.276174,Wednesday,10
645,BURGLARY - VEHICLE,2,37.894692,-122.272265,Monday,0
646,LARCENY,1,37.880756,-122.303056,Friday,10
647,ASSAULT,4,37.869363,-122.268028,Thursday,12
648,VANDALISM,5,37.884022,-122.253252,Friday,22
649,BURGLARY - VEHICLE,2,37.869363,-122.268028,Monday,16
650,LARCENY,1,37.876644,-122.299354,Sunday,12
651,MOTOR VEHICLE THEFT,6,37.870298,-122.275101,Saturday,6
652,ASSAULT,4,37.858483,-122.253191,Friday,18
653,MOTOR VEHICLE THEFT,6,37.865511,-122.309967,Wednesday,4
654,DRUG VIOLATION,10,37.862189,-122.25991,Monday,12
655,FRAUD,7,37.890836,-122.253507,Sunday,0
656,DRUG VIOLATION,10,37.868667,-122.313656,Saturday,22
657,DISORDERLY CONDUCT,3,37.871265,-122.295043,Saturday,10
658,ASSAULT,4,37.86939,-122.267883,Thursday,12
659,VANDALISM,5,37.879497,-122.280871,Thursday,15
660,DRUG VIOLATION,10,37.85976,-122.257034,Wednesday,15
661,LARCENY,1,37.850675,-122.286265,Wednesday,20
662,BURGLARY - RESIDENTIAL,8,37.863241,-122.286176,Sunday,18
663,ASSAULT,4,37.868489,-122.26795,Saturday,21
664,DISORDERLY CONDUCT,3,37.867613,-122.299898,Wednesday,15
665,VANDALISM,5,37.860768,-122.278249,Sunday,3
666,LARCENY,1,37.875166,-122.280125,Thursday,8
667,DISORDERLY CONDUCT,3,37.869839,-122.252365,Tuesday,15
668,MOTOR VEHICLE THEFT,6,37.878722,-122.295312,Monday,10
669,ROBBERY,9,37.871167,-122.268285,Monday,12
670,MOTOR VEHICLE THEFT,6,37.863443,-122.256304,Friday,21
671,LIQUOR LAW VIOLATION,15,37.877793,-122.260709,Thursday,23
672,FAMILY OFFENSE,12,37.871883,-122.301255,Tuesday,16
673,ROBBERY,9,37.856484,-122.268624,Tuesday,9
674,BURGLARY - VEHICLE,2,37.876045,-122.260336,Friday,11
676,DISORDERLY CONDUCT,3,37.870308,-122.26805,Thursday,17
677,LARCENY,1,37.855435,-122.259841,Monday,18
678,BURGLARY - VEHICLE,2,37.871883,-122.301255,Thursday,19
679,LARCENY,1,37.891332,-122.279975,Monday,13
680,LARCENY,1,37.857377,-122.268709,Thursday,19
681,LARCENY,1,37.880228,-122.295798,Tuesday,16
682,BURGLARY - VEHICLE,2,37.867643,-122.280643,Thursday,21
683,LARCENY - FROM VEHICLE,13,37.871883,-122.301255,Wednesday,12
684,VANDALISM,5,37.865149,-122.256487,Tuesday,6
685,BURGLARY - VEHICLE,2,37.870867,-122.270635,Thursday,1
686,LARCENY,1,37.870867,-122.270635,Thursday,10
687,LARCENY,1,37.868714,-122.259189,Wednesday,8
688,LARCENY,1,37.870054,-122.284263,Friday,21
689,LARCENY,1,37.898138,-122.268255,Monday,17
690,FRAUD,7,37.852529,-122.247255,Sunday,18
691,MOTOR VEHICLE THEFT,6,37.869764,-122.28655,Thursday,10
692,DISORDERLY CONDUCT,3,37.862927,-122.258784,Tuesday,1
693,DRUG VIOLATION,10,37.882112,-122.303514,Friday,14
694,VANDALISM,5,37.868164,-122.256314,Tuesday,17
695,MOTOR VEHICLE THEFT,6,37.874271,-122.265391,Thursday,21
696,LARCENY - FROM VEHICLE,13,37.872104,-122.289812,Saturday,14
697,LARCENY,1,37.859381,-122.298231,Friday,17
698,LARCENY,1,37.868815,-122.292131,Friday,18
699,FAMILY OFFENSE,12,37.847262,-122.275622,Wednesday,11
700,BURGLARY - VEHICLE,2,37.870287,-122.316238,Saturday,10
701,LARCENY,1,37.86825,-122.300093,Tuesday,17
703,BURGLARY - RESIDENTIAL,8,37.863646,-122.262822,Tuesday,14
704,ASSAULT,4,37.867816,-122.258994,Monday,17
705,MISSING PERSON,16,37.860766,-122.255895,Sunday,9
706,FRAUD,7,37.879623,-122.257693,Friday,0
707,LARCENY,1,37.865772,-122.267643,Thursday,17
708,ASSAULT,4,37.872599,-122.303889,Tuesday,13
709,LIQUOR LAW VIOLATION,15,37.86727,-122.291472,Saturday,1
710,VANDALISM,5,37.869363,-122.268028,Friday,9
711,VANDALISM,5,37.869105,-122.270064,Monday,19
712,LARCENY,1,37.867176,-122.267802,Monday,18
713,FAMILY OFFENSE,12,37.859539,-122.259172,Friday,15
714,FRAUD,7,37.870652,-122.27958,Wednesday,8
715,DRUG VIOLATION,10,37.850681,-122.270619,Tuesday,1
716,MOTOR VEHICLE THEFT,6,37.868339,-122.290388,Wednesday,20
717,MOTOR VEHICLE THEFT,6,37.857787,-122.257013,Saturday,20
718,LARCENY,1,37.85488,-122.269079,Sunday,9
719,MOTOR VEHICLE THEFT,6,37.867106,-122.286054,Friday,16
720,LARCENY,1,37.878124,-122.27141,Tuesday,14
721,LARCENY,1,37.871167,-122.268285,Sunday,14
722,BURGLARY - VEHICLE,2,37.869888,-122.300618,Sunday,7
723,ROBBERY,9,37.880227,-122.26936,Monday,19
724,LARCENY,1,37.877793,-122.260709,Wednesday,8
725,BURGLARY - VEHICLE,2,37.867513,-122.26127,Saturday,9
726,LARCENY,1,37.868164,-122.256314,Saturday,9
727,BURGLARY - VEHICLE,2,37.871827,-122.271206,Wednesday,0
728,LARCENY,1,37.850681,-122.270619,Sunday,15
729,ASSAULT,4,37.876428,-122.291736,Thursday,22
730,VANDALISM,5,37.848453,-122.273607,Friday,3
731,ROBBERY,9,37.854286,-122.271015,Monday,13
732,MISSING PERSON,16,37.851521,-122.28549,Sunday,14
733,LARCENY,1,37.865772,-122.267643,Thursday,12
734,BURGLARY - VEHICLE,2,37.853079,-122.293864,Monday,17
735,DRUG VIOLATION,10,37.885683,-122.308114,Wednesday,14
736,VANDALISM,5,37.891332,-122.279975,Tuesday,18
737,FRAUD,7,37.875023,-122.281229,Wednesday,0
738,VANDALISM,5,37.868339,-122.290388,Friday,9
739,BURGLARY - VEHICLE,2,37.882217,-122.302226,Sunday,18
740,LARCENY,1,37.881788,-122.270678,Sunday,16
741,DISORDERLY CONDUCT,3,37.861677,-122.26716,Monday,22
742,BURGLARY - RESIDENTIAL,8,37.868204,-122.270054,Friday,2
743,LARCENY,1,37.850779,-122.231307,Friday,4
744,BURGLARY - VEHICLE,2,37.867176,-122.267802,Wednesday,23
745,LARCENY,1,37.895819,-122.263384,Tuesday,12
746,BURGLARY - RESIDENTIAL,8,37.858628,-122.250795,Tuesday,15
747,ASSAULT,4,37.880376,-122.268183,Thursday,20
748,LARCENY,1,37.867491,-122.254054,Thursday,12
749,BURGLARY - RESIDENTIAL,8,37.867513,-122.25195,Friday,11
750,LARCENY,1,37.867696,-122.303462,Sunday,15
751,MOTOR VEHICLE THEFT,6,37.850444,-122.288866,Thursday,6
752,ASSAULT,4,37.869385,-122.28953,Friday,15
753,VANDALISM,5,37.857377,-122.268709,Friday,20
754,LARCENY,1,37.853552,-122.291561,Sunday,15
755,VANDALISM,5,37.882943,-122.279383,Sunday,17
756,LARCENY - FROM VEHICLE,13,37.877196,-122.302986,Saturday,22
757,FRAUD,7,37.899241,-122.265058,Friday,15
758,DISORDERLY CONDUCT,3,37.864908,-122.267289,Tuesday,8
759,BURGLARY - VEHICLE,2,37.894692,-122.272265,Monday,0
760,ROBBERY,9,37.863069,-122.298445,Sunday,14
761,ROBBERY,9,37.851928,-122.274017,Friday,22
762,DISORDERLY CONDUCT,3,37.874489,-122.271072,Tuesday,10
763,DISORDERLY CONDUCT,3,37.868204,-122.270054,Tuesday,12
764,FRAUD,7,37.873921,-122.275577,Tuesday,14
765,BURGLARY - COMMERCIAL,11,37.867259,-122.26324,Thursday,9
766,LARCENY,1,37.868722,-122.259123,Wednesday,13
767,LARCENY,1,37.869685,-122.272804,Tuesday,14
768,LARCENY,1,37.869067,-122.292043,Monday,10
769,BURGLARY - VEHICLE,2,37.867259,-122.26324,Thursday,17
770,MOTOR VEHICLE THEFT,6,37.871246,-122.274991,Sunday,23
771,BURGLARY - COMMERCIAL,11,37.850675,-122.286265,Friday,14
772,DISORDERLY CONDUCT,3,37.855651,-122.255006,Saturday,15
773,BURGLARY - VEHICLE,2,37.868512,-122.26781,Tuesday,21
774,LARCENY,1,37.868714,-122.259189,Wednesday,15
776,BURGLARY - VEHICLE,2,37.880266,-122.269032,Monday,22
777,BURGLARY - VEHICLE,2,37.866622,-122.26108,Wednesday,15
778,LARCENY,1,37.890366,-122.266998,Tuesday,1
779,FAMILY OFFENSE,12,37.869625,-122.265892,Tuesday,18
780,BURGLARY - VEHICLE,2,37.88014,-122.297498,Wednesday,19
781,LARCENY,1,37.864238,-122.265263,Wednesday,22
782,DRUG VIOLATION,10,37.866981,-122.302083,Wednesday,16
783,LARCENY,1,37.857377,-122.268709,Monday,14
784,LARCENY,1,37.868815,-122.292131,Monday,19
785,LARCENY,1,37.850779,-122.231307,Friday,17
786,BURGLARY - VEHICLE,2,37.868574,-122.270415,Sunday,19
787,ASSAULT,4,37.867816,-122.258994,Sunday,1
788,BURGLARY - VEHICLE,2,37.855832,-122.272369,Monday,18
789,VANDALISM,5,37.871167,-122.268285,Friday,18
790,LARCENY,1,37.860993,-122.262104,Thursday,15
791,BURGLARY - RESIDENTIAL,8,37.8531,-122.266131,Friday,13
792,MOTOR VEHICLE THEFT,6,37.852211,-122.286336,Friday,22
793,ASSAULT,4,37.868913,-122.28608,Tuesday,4
794,ASSAULT,4,37.867852,-122.258699,Saturday,1
795,LARCENY,1,37.880171,-122.285659,Wednesday,18
796,DISORDERLY CONDUCT,3,37.876384,-122.282714,Thursday,11
797,LARCENY,1,37.875113,-122.273413,Saturday,1
798,LARCENY,1,37.853715,-122.274214,Tuesday,14
799,BURGLARY - RESIDENTIAL,8,37.879689,-122.271614,Thursday,8
800,LARCENY,1,37.864238,-122.265263,Tuesday,10
801,DISORDERLY CONDUCT,3,37.852871,-122.26799,Thursday,1
802,BURGLARY - VEHICLE,2,37.871884,-122.270752,Tuesday,18
803,MISSING PERSON,16,37.851521,-122.28549,Sunday,17
804,DISORDERLY CONDUCT,3,37.876307,-122.268923,Saturday,13
805,BURGLARY - VEHICLE,2,37.869685,-122.272804,Sunday,16
806,MOTOR VEHICLE THEFT,6,37.881227,-122.29097,Sunday,19
807,DISORDERLY CONDUCT,3,37.871828,-122.270516,Wednesday,0
808,LARCENY,1,37.868663,-122.301325,Tuesday,12
809,LARCENY,1,37.873885,-122.266332,Sunday,12
810,MOTOR VEHICLE THEFT,6,37.877548,-122.26271,Tuesday,20
811,BURGLARY - VEHICLE,2,37.869067,-122.292043,Wednesday,16
812,LARCENY,1,37.868957,-122.254552,Thursday,14
813,LARCENY,1,37.87247,-122.273021,Tuesday,22
814,MOTOR VEHICLE THEFT,6,37.855632,-122.256606,Monday,23
815,RECOVERED VEHICLE,19,37.880971,-122.306626,Saturday,18
816,BURGLARY - VEHICLE,2,37.873202,-122.267443,Friday,23
817,SEX CRIME,17,37.856968,-122.279544,Wednesday,23
818,FRAUD,7,37.852956,-122.266195,Saturday,0
819,FRAUD,7,37.869993,-122.294774,Sunday,0
820,BURGLARY - VEHICLE,2,37.850809,-122.291042,Sunday,15
821,LARCENY,1,37.853738,-122.251663,Tuesday,15
822,BURGLARY - COMMERCIAL,11,37.862512,-122.290094,Sunday,17
823,BURGLARY - COMMERCIAL,11,37.858993,-122.244574,Friday,1
824,BURGLARY - VEHICLE,2,37.869363,-122.268028,Tuesday,21
825,LIQUOR LAW VIOLATION,15,37.871369,-122.292954,Sunday,21
826,LARCENY,1,37.88014,-122.297498,Sunday,12
827,ASSAULT,4,37.858147,-122.2848,Tuesday,18
828,BURGLARY - VEHICLE,2,37.874845,-122.295237,Wednesday,14
829,VANDALISM,5,37.872185,-122.268407,Wednesday,10
830,BURGLARY - VEHICLE,2,37.861285,-122.259979,Friday,16
831,LARCENY - FROM VEHICLE,13,37.876174,-122.287054,Tuesday,13
832,ASSAULT,4,37.872185,-122.268407,Friday,3
833,FAMILY OFFENSE,12,37.873885,-122.266332,Saturday,0
834,BURGLARY - COMMERCIAL,11,37.858356,-122.253179,Saturday,15
835,ASSAULT,4,37.880376,-122.268183,Tuesday,15
836,LARCENY,1,37.880227,-122.26936,Friday,13
837,BURGLARY - VEHICLE,2,37.867176,-122.267802,Monday,18
838,BURGLARY - COMMERCIAL,11,37.857698,-122.289983,Saturday,16
839,MISSING PERSON,16,37.86939,-122.267883,Thursday,10
840,BURGLARY - RESIDENTIAL,8,37.902979,-122.2686,Saturday,14
841,VANDALISM,5,37.871369,-122.292954,Sunday,23
843,BURGLARY - VEHICLE,2,37.85948,-122.266689,Friday,20
844,ROBBERY,9,37.854286,-122.271015,Monday,17
845,VANDALISM,5,37.882739,-122.293754,Sunday,20
846,BURGLARY - RESIDENTIAL,8,37.883555,-122.272036,Friday,17
847,DISORDERLY CONDUCT,3,37.867259,-122.26324,Wednesday,1
848,VANDALISM,5,37.88878,-122.267659,Friday,2
849,VANDALISM,5,37.865826,-122.267244,Sunday,20
850,LARCENY - FROM VEHICLE,13,37.885683,-122.308114,Thursday,23
851,LARCENY,1,37.894676,-122.285563,Monday,13
852,LARCENY,1,37.853554,-122.276925,Monday,0
853,LARCENY,1,37.8719,-122.268389,Friday,13
854,LARCENY,1,37.86771,-122.298466,Tuesday,13
855,BURGLARY - VEHICLE,2,37.88014,-122.297498,Monday,21
856,ROBBERY,9,37.872382,-122.266157,Saturday,1
857,BURGLARY - RESIDENTIAL,8,37.865141,-122.265441,Wednesday,1
858,LARCENY - FROM VEHICLE,13,37.885683,-122.308114,Wednesday,0
859,LARCENY,1,37.865511,-122.309967,Wednesday,21
860,MOTOR VEHICLE THEFT,6,37.858518,-122.288665,Saturday,20
861,LARCENY,1,37.8598,-122.264351,Saturday,11
862,ASSAULT,4,37.852211,-122.286336,Friday,18
863,DISORDERLY CONDUCT,3,37.870948,-122.27733,Friday,23
864,ASSAULT,4,37.865374,-122.256511,Sunday,17
865,ROBBERY,9,37.84847,-122.280629,Thursday,15
866,WEAPONS OFFENSE,14,37.852137,-122.286732,Thursday,0
867,DRUG VIOLATION,10,37.872185,-122.268407,Wednesday,22
868,LARCENY,1,37.876045,-122.260336,Friday,16
869,BURGLARY - VEHICLE,2,37.85948,-122.266689,Friday,20
870,LARCENY,1,37.860477,-122.280596,Tuesday,21
871,DISORDERLY CONDUCT,3,37.869685,-122.272804,Sunday,14
872,MOTOR VEHICLE THEFT,6,37.864109,-122.292948,Sunday,20
873,BURGLARY - RESIDENTIAL,8,37.877678,-122.281631,Friday,12
874,LARCENY,1,37.867601,-122.267718,Friday,15
875,FRAUD,7,37.880228,-122.295798,Thursday,12
876,BURGLARY - COMMERCIAL,11,37.869105,-122.270064,Sunday,13
877,LARCENY,1,37.868574,-122.270415,Wednesday,10
878,FRAUD,7,37.889017,-122.272389,Monday,8
879,LARCENY,1,37.868714,-122.259189,Friday,12
880,ASSAULT,4,37.881957,-122.269551,Tuesday,12
881,FRAUD,7,37.869888,-122.300618,Friday,18
882,BURGLARY - VEHICLE,2,37.872691,-122.270741,Sunday,12
883,FAMILY OFFENSE,12,37.861341,-122.287679,Monday,12
884,VANDALISM,5,37.865711,-122.25389,Thursday,10
885,VANDALISM,5,37.850899,-122.276174,Thursday,20
886,LARCENY,1,37.872691,-122.270741,Wednesday,13
887,BURGLARY - COMMERCIAL,11,37.86476,-122.297852,Monday,21
888,ROBBERY,9,37.853896,-122.252739,Monday,14
889,BURGLARY - VEHICLE,2,37.855678,-122.274429,Saturday,16
